year,perwt,countyfip,edu-three-cat,county
2013,375,06037,,Los Angeles
2013,215,06013,,Contra Costa
2013,205,06013,Bachelor's degree,Contra Costa
2013,40,06037,,Los Angeles
2013,69,06037,Bachelor's degree,Los Angeles
2013,86,06037,High school or less,Los Angeles
2013,175,06059,High school or less,Orange
2013,189,06001,Bachelor's degree,Alameda
2013,191,06001,Advanced degree,Alameda
2013,119,06001,Advanced degree,Alameda
2013,120,06001,Advanced degree,Alameda
2013,80,06085,Advanced degree,Santa Clara
2013,171,06073,,San Diego
2013,175,06059,Bachelor's degree,Orange
2013,38,06037,High school or less,Los Angeles
2013,302,06037,High school or less,Los Angeles
2013,391,06075,Bachelor's degree,San Francisco
2013,183,06071,High school or less,San Bernardino
2013,175,06071,High school or less,San Bernardino
2013,117,06073,Bachelor's degree,San Diego
2013,59,06037,Bachelor's degree,Los Angeles
2013,50,06059,High school or less,Orange
2013,63,06059,High school or less,Orange
2013,53,06037,High school or less,Los Angeles
2013,152,06085,High school or less,Santa Clara
2013,203,06085,Bachelor's degree,Santa Clara
2013,170,06085,Bachelor's degree,Santa Clara
2013,247,06085,High school or less,Santa Clara
2013,67,06081,Advanced degree,San Mateo
2013,64,06065,High school or less,Riverside
2013,147,06037,High school or less,Los Angeles
2013,133,06037,High school or less,Los Angeles
2013,410,06081,,San Mateo
2013,127,06081,,San Mateo
2013,215,06065,High school or less,Riverside
2013,214,06065,High school or less,Riverside
2013,36,06085,Bachelor's degree,Santa Clara
2013,97,06085,Bachelor's degree,Santa Clara
2013,68,06037,Advanced degree,Los Angeles
2013,66,06059,High school or less,Orange
2013,40,06029,,Kern
2013,73,06083,High school or less,Santa Barbara
2013,74,06037,,Los Angeles
2013,111,06085,Advanced degree,Santa Clara
2013,107,06085,Advanced degree,Santa Clara
2013,179,06085,High school or less,Santa Clara
2013,223,06085,High school or less,Santa Clara
2013,120,06075,High school or less,San Francisco
2013,113,06075,High school or less,San Francisco
2013,56,06061,,Placer
2013,93,06095,Bachelor's degree,Solano
2013,103,06095,Bachelor's degree,Solano
2013,226,06037,High school or less,Los Angeles
2013,45,06073,High school or less,San Diego
2013,66,06085,Advanced degree,Santa Clara
2013,59,06085,Bachelor's degree,Santa Clara
2013,118,06037,High school or less,Los Angeles
2013,243,06073,High school or less,San Diego
2013,148,06085,High school or less,Santa Clara
2013,117,06085,High school or less,Santa Clara
2013,192,06013,High school or less,Contra Costa
2013,62,06037,Bachelor's degree,Los Angeles
2013,77,06037,Bachelor's degree,Los Angeles
2013,50,06037,Bachelor's degree,Los Angeles
2013,56,06037,Advanced degree,Los Angeles
2013,78,06085,Bachelor's degree,Santa Clara
2013,86,06085,,Santa Clara
2013,80,06037,High school or less,Los Angeles
2013,207,06059,Advanced degree,Orange
2013,147,06059,Advanced degree,Orange
2013,116,06073,Advanced degree,San Diego
2013,40,06037,High school or less,Los Angeles
2013,65,06001,Bachelor's degree,Alameda
2013,90,06085,Bachelor's degree,Santa Clara
2013,67,06075,High school or less,San Francisco
2013,88,06075,High school or less,San Francisco
2013,84,06037,High school or less,Los Angeles
2013,257,06041,Bachelor's degree,Marin
2013,50,06017,High school or less,El Dorado
2013,113,06071,Bachelor's degree,San Bernardino
2013,45,06085,,Santa Clara
2013,28,06037,Advanced degree,Los Angeles
2013,35,06037,High school or less,Los Angeles
2013,32,06037,Bachelor's degree,Los Angeles
2013,103,06037,High school or less,Los Angeles
2013,78,06037,Bachelor's degree,Los Angeles
2013,303,06037,High school or less,Los Angeles
2013,110,06081,Advanced degree,San Mateo
2013,100,06081,Advanced degree,San Mateo
2013,151,06071,High school or less,San Bernardino
2013,73,06001,Bachelor's degree,Alameda
2013,61,06077,High school or less,San Joaquin
2013,93,06077,,San Joaquin
2013,131,06041,Advanced degree,Marin
2013,91,06081,Bachelor's degree,San Mateo
2013,84,06081,Advanced degree,San Mateo
2013,74,06037,Advanced degree,Los Angeles
2013,59,06029,High school or less,Kern
2013,315,06075,Advanced degree,San Francisco
2013,57,06037,Bachelor's degree,Los Angeles
2013,50,06037,High school or less,Los Angeles
2013,132,06037,High school or less,Los Angeles
2013,241,06085,High school or less,Santa Clara
2013,68,06085,High school or less,Santa Clara
2013,112,06085,High school or less,Santa Clara
2013,44,06071,,San Bernardino
2013,43,06001,,Alameda
2013,128,06000,Bachelor's degree,
2013,67,06001,Bachelor's degree,Alameda
2013,75,06001,Bachelor's degree,Alameda
2013,67,06085,Advanced degree,Santa Clara
2013,36,06085,High school or less,Santa Clara
2013,273,06085,Advanced degree,Santa Clara
2013,128,06037,Bachelor's degree,Los Angeles
2013,119,06071,High school or less,San Bernardino
2013,145,06037,High school or less,Los Angeles
2013,239,06099,High school or less,Stanislaus
2013,61,06037,Bachelor's degree,Los Angeles
2013,50,06037,High school or less,Los Angeles
2013,65,06000,,
2013,272,06073,Advanced degree,San Diego
2013,423,06073,Bachelor's degree,San Diego
2013,422,06073,Bachelor's degree,San Diego
2013,123,06085,Bachelor's degree,Santa Clara
2013,56,06037,,Los Angeles
2013,38,06037,,Los Angeles
2013,56,06067,High school or less,Sacramento
2013,59,06073,High school or less,San Diego
2013,71,06073,High school or less,San Diego
2013,104,06083,High school or less,Santa Barbara
2013,49,06085,Advanced degree,Santa Clara
2013,222,06073,Bachelor's degree,San Diego
2013,227,06037,Bachelor's degree,Los Angeles
2013,221,06037,Advanced degree,Los Angeles
2013,165,06037,Advanced degree,Los Angeles
2013,80,06037,Bachelor's degree,Los Angeles
2013,71,06037,Bachelor's degree,Los Angeles
2013,45,06037,Bachelor's degree,Los Angeles
2013,38,06037,High school or less,Los Angeles
2013,34,06083,Bachelor's degree,Santa Barbara
2013,79,06065,Bachelor's degree,Riverside
2013,65,06037,Bachelor's degree,Los Angeles
2013,108,06001,High school or less,Alameda
2013,65,06019,High school or less,Fresno
2013,108,06075,,San Francisco
2013,89,06037,Advanced degree,Los Angeles
2013,64,06037,,Los Angeles
2013,55,06037,High school or less,Los Angeles
2013,96,06037,Advanced degree,Los Angeles
2013,119,06037,Advanced degree,Los Angeles
2013,185,06071,High school or less,San Bernardino
2013,85,06083,Advanced degree,Santa Barbara
2013,59,06083,,Santa Barbara
2013,69,06037,Bachelor's degree,Los Angeles
2013,36,06073,,San Diego
2013,83,06085,High school or less,Santa Clara
2013,183,06037,Advanced degree,Los Angeles
2013,110,06111,Advanced degree,Ventura
2013,113,06111,High school or less,Ventura
2013,82,06037,Bachelor's degree,Los Angeles
2013,82,06037,Advanced degree,Los Angeles
2013,46,06037,High school or less,Los Angeles
2013,202,06059,,Orange
2013,145,06013,High school or less,Contra Costa
2013,36,06037,High school or less,Los Angeles
2013,229,06059,,Orange
2013,84,06081,High school or less,San Mateo
2013,170,06037,High school or less,Los Angeles
2013,86,06000,High school or less,
2013,45,06107,,Tulare
2013,154,06001,High school or less,Alameda
2013,86,06067,Bachelor's degree,Sacramento
2013,155,06037,Bachelor's degree,Los Angeles
2013,161,06037,Advanced degree,Los Angeles
2013,94,06073,Advanced degree,San Diego
2013,91,06073,Advanced degree,San Diego
2013,160,06037,Bachelor's degree,Los Angeles
2013,76,06037,High school or less,Los Angeles
2013,84,06037,High school or less,Los Angeles
2013,161,06017,High school or less,El Dorado
2013,55,06037,,Los Angeles
2013,84,06037,Bachelor's degree,Los Angeles
2013,71,06025,,Imperial
2013,181,06013,Bachelor's degree,Contra Costa
2013,260,06013,Advanced degree,Contra Costa
2013,117,06065,,Riverside
2013,142,06065,High school or less,Riverside
2013,33,06095,Bachelor's degree,Solano
2013,140,06037,High school or less,Los Angeles
2013,89,06111,Bachelor's degree,Ventura
2013,81,06111,High school or less,Ventura
2013,258,06059,Bachelor's degree,Orange
2013,48,06071,Advanced degree,San Bernardino
2013,60,06037,Bachelor's degree,Los Angeles
2013,21,06037,Bachelor's degree,Los Angeles
2013,88,06083,Advanced degree,Santa Barbara
2013,48,06001,Bachelor's degree,Alameda
2013,72,06081,Advanced degree,San Mateo
2013,71,06081,Advanced degree,San Mateo
2013,226,06037,High school or less,Los Angeles
2013,95,06067,Bachelor's degree,Sacramento
2013,156,06059,,Orange
2013,81,06085,High school or less,Santa Clara
2013,71,06037,Advanced degree,Los Angeles
2013,69,06037,High school or less,Los Angeles
2013,118,06037,Advanced degree,Los Angeles
2013,137,06037,Advanced degree,Los Angeles
2013,85,06065,Bachelor's degree,Riverside
2013,157,06000,Bachelor's degree,
2013,61,06065,,Riverside
2013,270,06085,Advanced degree,Santa Clara
2013,353,06085,Advanced degree,Santa Clara
2013,246,06073,,San Diego
2013,51,06037,High school or less,Los Angeles
2013,56,06075,Bachelor's degree,San Francisco
2013,56,06075,Advanced degree,San Francisco
2013,84,06037,High school or less,Los Angeles
2013,242,06037,,Los Angeles
2013,66,06059,High school or less,Orange
2013,115,06001,High school or less,Alameda
2013,193,06037,,Los Angeles
2013,173,06037,,Los Angeles
2013,192,06037,High school or less,Los Angeles
2013,141,06059,Advanced degree,Orange
2013,104,06085,Bachelor's degree,Santa Clara
2013,96,06085,Bachelor's degree,Santa Clara
2013,92,06037,,Los Angeles
2013,54,06037,,Los Angeles
2013,147,06065,,Riverside
2013,175,06065,Bachelor's degree,Riverside
2013,42,06085,High school or less,Santa Clara
2013,75,06029,High school or less,Kern
2013,191,06071,High school or less,San Bernardino
2013,167,06071,High school or less,San Bernardino
2013,64,06037,Bachelor's degree,Los Angeles
2013,83,06037,,Los Angeles
2013,24,06107,High school or less,Tulare
2013,74,06085,Bachelor's degree,Santa Clara
2013,328,06029,High school or less,Kern
2013,213,06029,High school or less,Kern
2013,140,06073,High school or less,San Diego
2013,154,06073,,San Diego
2013,165,06037,High school or less,Los Angeles
2013,156,06001,High school or less,Alameda
2013,97,06001,High school or less,Alameda
2013,133,06001,Advanced degree,Alameda
2013,134,06037,High school or less,Los Angeles
2013,100,06067,Bachelor's degree,Sacramento
2013,71,06073,Bachelor's degree,San Diego
2013,100,06073,Bachelor's degree,San Diego
2013,96,06037,Advanced degree,Los Angeles
2013,71,06037,High school or less,Los Angeles
2013,62,06037,Advanced degree,Los Angeles
2013,87,06073,Advanced degree,San Diego
2013,51,06001,Advanced degree,Alameda
2013,143,06037,High school or less,Los Angeles
2013,142,06037,High school or less,Los Angeles
2013,54,06037,High school or less,Los Angeles
2013,95,06059,High school or less,Orange
2013,100,06085,Advanced degree,Santa Clara
2013,59,06085,Bachelor's degree,Santa Clara
2013,57,06085,Bachelor's degree,Santa Clara
2013,84,06059,,Orange
2013,168,06073,,San Diego
2013,56,06085,Advanced degree,Santa Clara
2013,62,06085,Advanced degree,Santa Clara
2013,422,06013,High school or less,Contra Costa
2013,369,06037,High school or less,Los Angeles
2013,68,06001,Advanced degree,Alameda
2013,91,06037,Bachelor's degree,Los Angeles
2013,69,06085,Bachelor's degree,Santa Clara
2013,65,06001,Bachelor's degree,Alameda
2013,53,06085,,Santa Clara
2013,80,06083,,Santa Barbara
2013,81,06059,High school or less,Orange
2013,81,06059,High school or less,Orange
2013,91,06075,High school or less,San Francisco
2013,112,06059,Bachelor's degree,Orange
2013,106,06059,Bachelor's degree,Orange
2013,21,06029,,Kern
2013,66,06037,Bachelor's degree,Los Angeles
2013,65,06037,Bachelor's degree,Los Angeles
2013,51,06065,High school or less,Riverside
2013,71,06037,High school or less,Los Angeles
2013,98,06037,,Los Angeles
2013,71,06001,Bachelor's degree,Alameda
2013,182,06000,Advanced degree,
2013,107,06013,,Contra Costa
2013,240,06073,,San Diego
2013,226,06073,Advanced degree,San Diego
2013,97,06073,Advanced degree,San Diego
2013,134,06007,High school or less,Butte
2013,44,06037,Advanced degree,Los Angeles
2013,110,06081,,San Mateo
2013,128,06081,Bachelor's degree,San Mateo
2013,34,06037,Bachelor's degree,Los Angeles
2013,106,06037,Bachelor's degree,Los Angeles
2013,56,06059,Bachelor's degree,Orange
2013,50,06037,Advanced degree,Los Angeles
2013,356,06037,,Los Angeles
2013,318,06037,,Los Angeles
2013,70,06085,Bachelor's degree,Santa Clara
2013,271,06059,,Orange
2013,101,06073,Bachelor's degree,San Diego
2013,93,06073,Advanced degree,San Diego
2013,139,06075,Bachelor's degree,San Francisco
2013,165,06075,Bachelor's degree,San Francisco
2013,178,06073,High school or less,San Diego
2013,178,06073,Bachelor's degree,San Diego
2013,82,06107,,Tulare
2013,60,06085,Bachelor's degree,Santa Clara
2013,57,06085,Advanced degree,Santa Clara
2013,73,06085,High school or less,Santa Clara
2013,79,06111,Advanced degree,Ventura
2013,50,06111,Advanced degree,Ventura
2013,89,06071,High school or less,San Bernardino
2013,90,06037,Advanced degree,Los Angeles
2013,106,06037,Advanced degree,Los Angeles
2013,67,06071,Bachelor's degree,San Bernardino
2013,126,06037,High school or less,Los Angeles
2013,218,06037,Bachelor's degree,Los Angeles
2013,89,06067,High school or less,Sacramento
2013,83,06067,High school or less,Sacramento
2013,61,06085,Advanced degree,Santa Clara
2013,56,06085,High school or less,Santa Clara
2013,138,06075,Advanced degree,San Francisco
2013,41,06077,High school or less,San Joaquin
2013,235,06085,Advanced degree,Santa Clara
2013,488,06075,Bachelor's degree,San Francisco
2013,59,06065,,Riverside
2013,62,06001,Advanced degree,Alameda
2013,62,06001,Bachelor's degree,Alameda
2013,57,06001,Advanced degree,Alameda
2013,96,06073,High school or less,San Diego
2013,114,06037,High school or less,Los Angeles
2013,100,06075,Bachelor's degree,San Francisco
2013,100,06001,,Alameda
2013,46,06037,Bachelor's degree,Los Angeles
2013,105,06029,Advanced degree,Kern
2013,125,06073,High school or less,San Diego
2013,379,06001,Advanced degree,Alameda
2013,63,06075,Advanced degree,San Francisco
2013,56,06075,Bachelor's degree,San Francisco
2013,116,06037,Bachelor's degree,Los Angeles
2013,83,06085,High school or less,Santa Clara
2013,80,06037,Bachelor's degree,Los Angeles
2013,118,06037,Bachelor's degree,Los Angeles
2013,134,06073,,San Diego
2013,93,06073,High school or less,San Diego
2013,156,06037,Bachelor's degree,Los Angeles
2013,84,06037,High school or less,Los Angeles
2013,324,06019,High school or less,Fresno
2013,96,06073,High school or less,San Diego
2013,196,06073,High school or less,San Diego
2013,97,06085,High school or less,Santa Clara
2013,48,06073,Advanced degree,San Diego
2013,59,06073,Advanced degree,San Diego
2013,82,06085,Bachelor's degree,Santa Clara
2013,44,06037,Advanced degree,Los Angeles
2013,86,06067,Bachelor's degree,Sacramento
2013,58,06085,Bachelor's degree,Santa Clara
2013,120,06077,,San Joaquin
2013,92,06073,,San Diego
2013,292,06075,Bachelor's degree,San Francisco
2013,100,06081,Advanced degree,San Mateo
2013,41,06065,Bachelor's degree,Riverside
2013,36,06065,Bachelor's degree,Riverside
2013,76,06037,Advanced degree,Los Angeles
2013,72,06001,Bachelor's degree,Alameda
2013,59,06037,High school or less,Los Angeles
2013,164,06081,Advanced degree,San Mateo
2013,191,06081,,San Mateo
2013,61,06037,,Los Angeles
2013,49,06037,High school or less,Los Angeles
2013,140,06013,Bachelor's degree,Contra Costa
2013,56,06067,,Sacramento
2013,59,06067,,Sacramento
2013,108,06037,Advanced degree,Los Angeles
2013,172,06081,,San Mateo
2013,57,06085,,Santa Clara
2013,94,06037,Bachelor's degree,Los Angeles
2013,126,06000,Bachelor's degree,
2013,110,06000,High school or less,
2013,46,06075,Bachelor's degree,San Francisco
2013,67,06075,Bachelor's degree,San Francisco
2013,137,06083,Advanced degree,Santa Barbara
2013,92,06000,Advanced degree,
2013,144,06000,Bachelor's degree,
2013,79,06085,High school or less,Santa Clara
2013,117,06037,Bachelor's degree,Los Angeles
2013,88,06097,High school or less,Sonoma
2013,30,06083,Advanced degree,Santa Barbara
2013,68,06059,High school or less,Orange
2013,100,06037,High school or less,Los Angeles
2013,62,06073,,San Diego
2013,35,06097,High school or less,Sonoma
2013,51,06097,,Sonoma
2013,92,06077,,San Joaquin
2013,69,06037,Bachelor's degree,Los Angeles
2013,74,06031,,Kings
2013,130,06065,,Riverside
2013,94,06081,Advanced degree,San Mateo
2013,47,06000,High school or less,
2013,43,06000,High school or less,
2013,104,06083,High school or less,Santa Barbara
2013,206,06037,High school or less,Los Angeles
2013,194,06111,,Ventura
2013,125,06099,High school or less,Stanislaus
2013,52,06037,Bachelor's degree,Los Angeles
2013,63,06085,Advanced degree,Santa Clara
2013,56,06085,Bachelor's degree,Santa Clara
2013,63,06037,Advanced degree,Los Angeles
2013,61,06037,Bachelor's degree,Los Angeles
2013,56,06073,High school or less,San Diego
2013,67,06073,Bachelor's degree,San Diego
2013,78,06037,,Los Angeles
2013,206,06037,Bachelor's degree,Los Angeles
2013,72,06085,High school or less,Santa Clara
2013,186,06065,Advanced degree,Riverside
2013,69,06081,Bachelor's degree,San Mateo
2013,168,06029,Advanced degree,Kern
2013,53,06001,Bachelor's degree,Alameda
2013,168,06073,High school or less,San Diego
2013,64,06013,Bachelor's degree,Contra Costa
2013,271,06037,High school or less,Los Angeles
2013,171,06037,High school or less,Los Angeles
2013,404,06037,High school or less,Los Angeles
2013,144,06001,High school or less,Alameda
2013,47,06081,Bachelor's degree,San Mateo
2013,47,06073,High school or less,San Diego
2013,118,06085,Bachelor's degree,Santa Clara
2013,68,06037,Bachelor's degree,Los Angeles
2013,183,06085,,Santa Clara
2013,168,06085,High school or less,Santa Clara
2013,90,06085,High school or less,Santa Clara
2013,47,06085,Advanced degree,Santa Clara
2013,80,06085,High school or less,Santa Clara
2013,76,06037,,Los Angeles
2013,63,06073,Advanced degree,San Diego
2013,115,06037,High school or less,Los Angeles
2013,104,06067,Bachelor's degree,Sacramento
2013,90,06065,High school or less,Riverside
2013,107,06073,,San Diego
2013,102,06085,Bachelor's degree,Santa Clara
2013,65,06085,Bachelor's degree,Santa Clara
2013,127,06037,Bachelor's degree,Los Angeles
2013,142,06037,Bachelor's degree,Los Angeles
2013,208,06001,High school or less,Alameda
2013,81,06037,Bachelor's degree,Los Angeles
2013,71,06037,Bachelor's degree,Los Angeles
2013,54,06013,High school or less,Contra Costa
2013,42,06083,High school or less,Santa Barbara
2013,91,06019,,Fresno
2013,58,06113,Bachelor's degree,Yolo
2013,32,06037,Advanced degree,Los Angeles
2013,312,06059,Advanced degree,Orange
2013,53,06037,Bachelor's degree,Los Angeles
2013,75,06085,Advanced degree,Santa Clara
2013,53,06085,High school or less,Santa Clara
2013,51,06067,,Sacramento
2013,43,06073,,San Diego
2013,149,06037,Advanced degree,Los Angeles
2013,74,06037,,Los Angeles
2013,76,06037,Bachelor's degree,Los Angeles
2013,22,06065,High school or less,Riverside
2013,75,06073,Bachelor's degree,San Diego
2013,93,06085,Advanced degree,Santa Clara
2013,110,06037,Advanced degree,Los Angeles
2013,151,06077,High school or less,San Joaquin
2013,53,06001,High school or less,Alameda
2013,27,06075,Advanced degree,San Francisco
2013,62,06095,Advanced degree,Solano
2013,54,06037,,Los Angeles
2013,24,06077,,San Joaquin
2013,171,06000,,
2013,87,06075,High school or less,San Francisco
2013,361,06029,,Kern
2013,77,06037,,Los Angeles
2013,83,06029,Bachelor's degree,Kern
2013,56,06037,Bachelor's degree,Los Angeles
2013,82,06059,High school or less,Orange
2013,141,06073,High school or less,San Diego
2013,129,06073,High school or less,San Diego
2013,136,06059,,Orange
2013,70,06037,Bachelor's degree,Los Angeles
2013,112,06085,Advanced degree,Santa Clara
2013,215,06001,Bachelor's degree,Alameda
2013,97,06075,Advanced degree,San Francisco
2013,105,06067,Bachelor's degree,Sacramento
2013,144,06067,Advanced degree,Sacramento
2013,30,06097,Advanced degree,Sonoma
2013,93,06085,Bachelor's degree,Santa Clara
2013,68,06037,Advanced degree,Los Angeles
2013,221,06073,High school or less,San Diego
2013,90,06001,High school or less,Alameda
2013,65,06073,Bachelor's degree,San Diego
2013,154,06037,,Los Angeles
2013,44,06085,,Santa Clara
2013,217,06037,,Los Angeles
2013,54,06073,High school or less,San Diego
2013,79,06059,Bachelor's degree,Orange
2013,83,06059,Advanced degree,Orange
2013,100,06025,High school or less,Imperial
2013,187,06083,High school or less,Santa Barbara
2013,291,06083,High school or less,Santa Barbara
2013,242,06083,High school or less,Santa Barbara
2013,290,06083,High school or less,Santa Barbara
2013,150,06037,High school or less,Los Angeles
2013,65,06085,Bachelor's degree,Santa Clara
2013,101,06059,,Orange
2013,61,06059,High school or less,Orange
2013,74,06059,High school or less,Orange
2013,15,06089,Advanced degree,Shasta
2013,154,06075,Bachelor's degree,San Francisco
2013,116,06085,Advanced degree,Santa Clara
2013,161,06037,Bachelor's degree,Los Angeles
2013,37,06037,Bachelor's degree,Los Angeles
2013,41,06037,,Los Angeles
2013,115,06037,Bachelor's degree,Los Angeles
2013,60,06085,Bachelor's degree,Santa Clara
2013,147,06037,Bachelor's degree,Los Angeles
2013,142,06037,Bachelor's degree,Los Angeles
2013,63,06067,,Sacramento
2013,460,06111,High school or less,Ventura
2013,602,06111,High school or less,Ventura
2013,98,06037,Advanced degree,Los Angeles
2013,87,06037,Bachelor's degree,Los Angeles
2013,82,06037,High school or less,Los Angeles
2013,145,06037,,Los Angeles
2013,145,06037,,Los Angeles
2013,178,06037,High school or less,Los Angeles
2013,65,06073,,San Diego
2013,110,06037,Bachelor's degree,Los Angeles
2013,116,06037,,Los Angeles
2013,51,06037,Bachelor's degree,Los Angeles
2013,80,06037,Advanced degree,Los Angeles
2013,189,06019,High school or less,Fresno
2013,60,06073,,San Diego
2013,103,06001,Bachelor's degree,Alameda
2013,79,06001,Bachelor's degree,Alameda
2013,153,06071,High school or less,San Bernardino
2013,90,06085,Advanced degree,Santa Clara
2013,149,06059,Bachelor's degree,Orange
2013,182,06001,High school or less,Alameda
2013,73,06037,,Los Angeles
2013,56,06065,,Riverside
2013,101,06081,Advanced degree,San Mateo
2013,105,06065,,Riverside
2013,117,06065,High school or less,Riverside
2013,69,06001,Advanced degree,Alameda
2013,58,06037,Bachelor's degree,Los Angeles
2013,158,06081,High school or less,San Mateo
2013,115,06075,Advanced degree,San Francisco
2013,228,06073,Bachelor's degree,San Diego
2013,76,06037,Advanced degree,Los Angeles
2013,71,06013,Advanced degree,Contra Costa
2013,56,06059,Bachelor's degree,Orange
2013,184,06073,Bachelor's degree,San Diego
2013,195,06073,High school or less,San Diego
2013,6,06037,Advanced degree,Los Angeles
2013,186,06067,High school or less,Sacramento
2013,54,06037,,Los Angeles
2013,109,06037,Bachelor's degree,Los Angeles
2013,131,06059,Bachelor's degree,Orange
2013,62,06059,Bachelor's degree,Orange
2013,320,06095,High school or less,Solano
2013,73,06037,,Los Angeles
2013,305,06075,,San Francisco
2013,52,06073,High school or less,San Diego
2013,88,06107,,Tulare
2013,100,06107,Advanced degree,Tulare
2013,235,06073,High school or less,San Diego
2013,164,06073,,San Diego
2013,245,06073,High school or less,San Diego
2013,45,06059,Bachelor's degree,Orange
2013,74,06075,,San Francisco
2013,70,06085,Bachelor's degree,Santa Clara
2013,90,06085,Advanced degree,Santa Clara
2013,76,06073,High school or less,San Diego
2013,76,06085,Bachelor's degree,Santa Clara
2013,69,06085,Advanced degree,Santa Clara
2013,138,06067,High school or less,Sacramento
2013,163,06067,High school or less,Sacramento
2013,144,06037,High school or less,Los Angeles
2013,88,06081,High school or less,San Mateo
2013,250,06081,High school or less,San Mateo
2013,76,06039,,Madera
2013,118,06019,High school or less,Fresno
2013,110,06113,Advanced degree,Yolo
2013,143,06113,Bachelor's degree,Yolo
2013,51,06001,Advanced degree,Alameda
2013,54,06001,Bachelor's degree,Alameda
2013,90,06059,High school or less,Orange
2013,90,06059,High school or less,Orange
2013,160,06001,,Alameda
2013,139,06001,High school or less,Alameda
2013,189,06013,,Contra Costa
2013,95,06037,,Los Angeles
2013,96,06059,Bachelor's degree,Orange
2013,40,06037,High school or less,Los Angeles
2013,70,06037,Bachelor's degree,Los Angeles
2013,56,06085,Bachelor's degree,Santa Clara
2013,255,06073,Bachelor's degree,San Diego
2013,56,06037,High school or less,Los Angeles
2013,272,06113,Bachelor's degree,Yolo
2013,71,06075,,San Francisco
2013,49,06037,,Los Angeles
2013,105,06037,High school or less,Los Angeles
2013,85,06037,High school or less,Los Angeles
2013,107,06059,Bachelor's degree,Orange
2013,126,06037,High school or less,Los Angeles
2013,135,06013,,Contra Costa
2013,105,06037,High school or less,Los Angeles
2013,6,06029,High school or less,Kern
2013,54,06037,High school or less,Los Angeles
2013,49,06037,High school or less,Los Angeles
2013,113,06075,Bachelor's degree,San Francisco
2013,167,06037,High school or less,Los Angeles
2013,136,06037,High school or less,Los Angeles
2013,107,06071,High school or less,San Bernardino
2013,109,06071,High school or less,San Bernardino
2013,92,06037,High school or less,Los Angeles
2013,83,06000,Bachelor's degree,
2013,83,06085,Bachelor's degree,Santa Clara
2013,67,06085,Bachelor's degree,Santa Clara
2013,34,06001,Advanced degree,Alameda
2013,130,06000,High school or less,
2013,48,06075,High school or less,San Francisco
2013,44,06075,High school or less,San Francisco
2013,69,06067,Bachelor's degree,Sacramento
2013,119,06073,High school or less,San Diego
2013,395,06037,Bachelor's degree,Los Angeles
2013,284,06037,Bachelor's degree,Los Angeles
2013,126,06037,High school or less,Los Angeles
2013,79,06037,Bachelor's degree,Los Angeles
2013,108,06037,Bachelor's degree,Los Angeles
2013,108,06037,Advanced degree,Los Angeles
2013,63,06085,Bachelor's degree,Santa Clara
2013,62,06037,Bachelor's degree,Los Angeles
2013,61,06085,Bachelor's degree,Santa Clara
2013,210,06067,High school or less,Sacramento
2013,573,06085,Advanced degree,Santa Clara
2013,61,06067,,Sacramento
2013,166,06073,High school or less,San Diego
2013,42,06000,High school or less,
2013,62,06001,Bachelor's degree,Alameda
2013,212,06065,Advanced degree,Riverside
2013,108,06059,High school or less,Orange
2013,57,06037,,Los Angeles
2013,136,06041,Advanced degree,Marin
2013,224,06065,Bachelor's degree,Riverside
2013,147,06085,High school or less,Santa Clara
2013,94,06001,Advanced degree,Alameda
2013,242,06037,,Los Angeles
2013,69,06075,Advanced degree,San Francisco
2013,72,06037,Bachelor's degree,Los Angeles
2013,63,06037,Bachelor's degree,Los Angeles
2013,44,06037,Advanced degree,Los Angeles
2013,65,06073,,San Diego
2013,75,06037,Advanced degree,Los Angeles
2013,77,06071,Advanced degree,San Bernardino
2013,68,06073,Advanced degree,San Diego
2013,76,06073,Bachelor's degree,San Diego
2013,61,06059,Bachelor's degree,Orange
2013,101,06075,High school or less,San Francisco
2013,52,06085,Advanced degree,Santa Clara
2013,155,06075,,San Francisco
2013,62,06087,High school or less,Santa Cruz
2013,71,06085,Advanced degree,Santa Clara
2013,56,06085,,Santa Clara
2013,204,06081,High school or less,San Mateo
2013,226,06081,High school or less,San Mateo
2013,278,06081,High school or less,San Mateo
2013,231,06081,High school or less,San Mateo
2013,60,06037,Bachelor's degree,Los Angeles
2013,62,06085,Bachelor's degree,Santa Clara
2013,71,06085,Bachelor's degree,Santa Clara
2013,94,06001,Bachelor's degree,Alameda
2013,98,06001,Bachelor's degree,Alameda
2013,81,06001,High school or less,Alameda
2013,284,06085,Advanced degree,Santa Clara
2013,298,06085,Bachelor's degree,Santa Clara
2013,105,06085,Advanced degree,Santa Clara
2013,110,06085,Advanced degree,Santa Clara
2013,59,06037,Advanced degree,Los Angeles
2013,48,06037,High school or less,Los Angeles
2013,80,06075,Advanced degree,San Francisco
2013,74,06073,Bachelor's degree,San Diego
2013,77,06073,Bachelor's degree,San Diego
2013,59,06037,Advanced degree,Los Angeles
2013,56,06085,Advanced degree,Santa Clara
2013,128,06077,High school or less,San Joaquin
2013,99,06077,High school or less,San Joaquin
2013,53,06037,High school or less,Los Angeles
2013,140,06073,High school or less,San Diego
2013,94,06007,High school or less,Butte
2013,60,06037,Advanced degree,Los Angeles
2013,52,06037,Bachelor's degree,Los Angeles
2013,181,06037,Bachelor's degree,Los Angeles
2013,106,06059,Bachelor's degree,Orange
